KO	GENE
ko04931	AYCG.ctg40.34
ko04931	AYCG.ctg37.53
ko04931	AYCG.ctg3.68
ko04931	AYCG.ctg6.298
ko04931	AYCG.ctg2.673
ko04931	AYCG.ctg9.177
ko04931	AYCG.ctg19.118
ko04931	AYCG.ctg21.536
ko04931	AYCG.ctg34.212
ko04931	AYCG.ctg14.187
ko04931	AYCG.ctg6.295
ko04931	AYCG.ctg43.31
ko04931	AYCG.ctg5.242
ko04931	AYCG.ctg7.913
ko04931	AYCG.ctg5.921
ko04931	add.AYCG.ctg4.136
ko04931	AYCG.ctg19.119
ko04931	AYCG.ctg34.234
ko04931	add.AYCG.ctg10.96
ko04931	AYCG.ctg13.78
ko04931	AYCG.ctg22.133
ko04931	AYCG.ctg25.476
ko04931	add.AYCG.ctg5.161
ko04931	AYCG.ctg37.71
ko04931	AYCG.ctg34.213
ko04931	AYCG.ctg34.580
ko04931	add.AYCG.ctg3.193
ko04931	AYCG.ctg1.521
ko04931	AYCG.ctg14.335
ko04931	AYCG.ctg14.320
ko04931	AYCG.ctg3.220
ko04931	AYCG.ctg31.167
ko04931	AYCG.ctg2.358
ko04931	add.AYCG.ctg1.207
ko04931	add.AYCG.ctg4.90
ko04931	add.AYCG.ctg77.6
ko04931	AYCG.ctg20.547
ko04931	AYCG.ctg9.176
ko04931	add.AYCG.ctg77.13
ko04931	AYCG.ctg1.171
ko04931	AYCG.ctg3.149
ko04931	AYCG.ctg25.377
ko04931	AYCG.ctg20.24
ko04931	AYCG.ctg20.37
ko04931	AYCG.ctg25.279
ko04931	AYCG.ctg29.116
ko04931	AYCG.ctg45.23
ko04931	AYCG.ctg17.142
ko04931	AYCG.ctg3.217
ko04931	AYCG.ctg3.210
ko04931	AYCG.ctg2.544
ko04931	AYCG.ctg28.252
ko04931	AYCG.ctg7.1042
ko04931	AYCG.ctg34.223
ko04931	AYCG.ctg9.112
ko04931	AYCG.ctg4.225
ko04931	AYCG.ctg37.15
ko04931	AYCG.ctg50.92
ko04931	add.AYCG.ctg2.177
ko04931	AYCG.ctg14.315
ko04931	AYCG.ctg4.286
ko04931	AYCG.ctg23.26
ko04931	add.AYCG.ctg77.5
ko04931	AYCG.ctg5.445
ko04931	AYCG.ctg29.140
ko04931	AYCG.ctg3.318
ko04931	AYCG.ctg29.51
ko04931	AYCG.ctg3.254
ko04931	AYCG.ctg47.22
ko04931	AYCG.ctg20.419
ko04931	AYCG.ctg25.421
ko04931	AYCG.ctg11.111
ko04931	add.AYCG.ctg3.191
ko04931	AYCG.ctg10.233
ko04931	AYCG.ctg34.214
ko04931	AYCG.ctg28.214
ko04931	AYCG.ctg1.36
ko04931	add.AYCG.ctg77.7
ko04931	add.AYCG.ctg1.32
ko04931	AYCG.ctg10.373
ko04931	AYCG.ctg27.13
ko04931	add.AYCG.ctg1705.5
ko04931	AYCG.ctg20.284
ko04931	AYCG.ctg34.417
ko04931	AYCG.ctg9.508
ko04931	add.AYCG.ctg36.109
ko04931	add.AYCG.ctg36.108
ko04931	AYCG.ctg6.73
ko04931	AYCG.ctg14.376
ko04933	add.AYCG.ctg14.163
ko04933	AYCG.ctg7.668
ko04933	AYCG.ctg4.53
ko04933	AYCG.ctg18.152
ko04933	AYCG.ctg12.235
ko04933	AYCG.ctg12.236
ko04933	AYCG.ctg24.416
ko04933	AYCG.ctg15.51
ko04933	AYCG.ctg3.136
ko04933	AYCG.ctg30.85
ko04933	AYCG.ctg20.586
ko04933	AYCG.ctg24.357
ko04933	AYCG.ctg6.206
ko04933	AYCG.ctg7.1107
ko04933	AYCG.ctg23.224
ko04933	AYCG.ctg35.17
ko04933	AYCG.ctg5.74
ko04933	AYCG.ctg6.92
ko04933	AYCG.ctg2.64
ko04933	AYCG.ctg27.44
ko04933	AYCG.ctg36.167
ko04933	AYCG.ctg1.315
ko04933	AYCG.ctg7.856
ko04933	AYCG.ctg7.813
ko04933	AYCG.ctg18.8
ko04933	AYCG.ctg34.462
ko04933	AYCG.ctg7.493
ko04933	AYCG.ctg5.328
ko04933	add.AYCG.ctg5.128
ko04933	AYCG.ctg29.6
ko04933	AYCG.ctg28.203
ko04933	add.AYCG.ctg4.137
ko04933	AYCG.ctg56.39
ko04933	AYCG.ctg7.492
ko04933	AYCG.ctg23.106
ko04933	AYCG.ctg5.1027
ko04933	AYCG.ctg4.58
ko04933	add.AYCG.ctg4.138
ko04933	AYCG.ctg6.91
ko04933	AYCG.ctg14.243
ko04934	AYCG.ctg25.278
ko04934	AYCG.ctg18.183
ko04934	add.AYCG.ctg69.9
ko04934	AYCG.ctg7.1131
ko04934	AYCG.ctg21.194
ko04934	AYCG.ctg11.19
ko04934	AYCG.ctg1.47
ko04934	AYCG.ctg24.357
ko04934	AYCG.ctg32.68
ko04934	AYCG.ctg1.405
ko04934	AYCG.ctg6.206
ko04934	AYCG.ctg14.79
ko04934	add.AYCG.ctg7.265
ko04934	AYCG.ctg21.474
ko04934	AYCG.ctg28.273
ko04934	AYCG.ctg34.668
ko04934	AYCG.ctg34.462
ko04934	AYCG.ctg5.328
ko04934	AYCG.ctg16.39
ko04934	add.AYCG.ctg20.203
ko04934	AYCG.ctg3.309
ko04934	AYCG.ctg14.422
ko04934	AYCG.ctg5.1027
ko04934	AYCG.ctg24.152
ko04934	AYCG.ctg97.30
ko04934	AYCG.ctg15.51
ko04934	AYCG.ctg8.244
ko04934	AYCG.ctg21.162
ko04934	AYCG.ctg15.9
ko04934	AYCG.ctg5.505
ko04934	AYCG.ctg34.581
ko04934	AYCG.ctg5.74
ko04934	AYCG.ctg3.606
ko04934	AYCG.ctg37.48
ko04934	AYCG.ctg85.2
ko04934	AYCG.ctg3.253
ko04934	AYCG.ctg39.46
ko04934	AYCG.ctg29.6
ko04934	AYCG.ctg25.476
ko04934	AYCG.ctg56.39
ko04934	AYCG.ctg42.15
ko04934	AYCG.ctg4.122
ko04934	AYCG.ctg6.340
ko04934	add.AYCG.ctg1572.1
ko04934	AYCG.ctg25.432
ko04934	AYCG.ctg7.668
ko04934	AYCG.ctg57.6
ko04934	AYCG.ctg25.54
ko04934	AYCG.ctg30.85
ko04934	add.AYCG.ctg77.6
ko04934	AYCG.ctg42.14
ko04934	AYCG.ctg20.586
ko04934	add.AYCG.ctg77.13
ko04934	AYCG.ctg14.231
ko04934	AYCG.ctg1.270
ko04934	AYCG.ctg7.985
ko04934	AYCG.ctg8.17
ko04934	AYCG.ctg37.15
ko04934	AYCG.ctg10.4
ko04934	AYCG.ctg43.9
ko04934	add.AYCG.ctg77.5
ko04934	AYCG.ctg5.445
ko04934	AYCG.ctg2.510
ko04934	AYCG.ctg24.2
ko04934	AYCG.ctg20.640
ko04934	AYCG.ctg24.424
ko04934	AYCG.ctg2.214
ko04934	AYCG.ctg5.510
ko04934	AYCG.ctg34.91
ko04934	add.AYCG.ctg77.7
ko04934	AYCG.ctg7.267
ko04934	AYCG.ctg53.20
ko04934	AYCG.ctg27.13
ko04934	AYCG.ctg18.8
ko04934	AYCG.ctg2.266
ko04934	AYCG.ctg8.177
ko04934	AYCG.ctg28.203
ko04934	add.AYCG.ctg60.10
ko04934	AYCG.ctg14.243
ko05110	AYCG.ctg35.5
ko05110	AYCG.ctg22.196
ko05110	AYCG.ctg13.191
ko05110	AYCG.ctg18.33
ko05110	add.AYCG.ctg14.88
ko05110	AYCG.ctg28.230
ko05110	AYCG.ctg29.23
ko05110	AYCG.ctg40.32
ko05110	AYCG.ctg19.34
ko05110	AYCG.ctg42.12
ko05110	AYCG.ctg23.314
ko05110	AYCG.ctg20.278
ko05110	AYCG.ctg15.37
ko05110	AYCG.ctg19.78
ko05110	AYCG.ctg4.147
ko05110	AYCG.ctg1.160
ko05110	AYCG.ctg40.31
ko05110	AYCG.ctg41.71
ko05110	add.AYCG.ctg4.157
ko05110	AYCG.ctg1.621
ko05110	add.AYCG.ctg13.42
ko05110	AYCG.ctg4.337
ko05110	AYCG.ctg5.209
ko05110	AYCG.ctg25.109
ko05110	AYCG.ctg18.207
ko05110	AYCG.ctg21.150
ko05110	AYCG.ctg17.169
ko05110	AYCG.ctg12.168
ko05110	AYCG.ctg15.28
ko05110	AYCG.ctg32.72
ko05110	AYCG.ctg34.95
ko05110	AYCG.ctg38.52
ko05110	AYCG.ctg4.159
ko05110	AYCG.ctg2.103
ko05110	AYCG.ctg4.125
ko05110	AYCG.ctg9.667
ko05110	AYCG.ctg4.35
ko05110	add.AYCG.ctg37.47
ko05110	AYCG.ctg15.4
ko05110	AYCG.ctg10.192
ko05110	AYCG.ctg21.471
ko05110	AYCG.ctg36.176
ko05110	AYCG.ctg5.722
ko05110	AYCG.ctg2.43
ko05110	AYCG.ctg13.77
ko05110	AYCG.ctg5.449
ko05110	add.AYCG.ctg15.55
ko05110	AYCG.ctg7.567
ko05110	AYCG.ctg16.97
ko05110	AYCG.ctg14.238
ko05110	AYCG.ctg25.302
ko05110	AYCG.ctg10.371
ko05110	AYCG.ctg31.310
ko05110	AYCG.ctg69.1
ko05110	AYCG.ctg32.143
ko05110	AYCG.ctg2.88
ko05120	AYCG.ctg35.5
ko05120	AYCG.ctg13.191
ko05120	AYCG.ctg4.53
ko05120	AYCG.ctg24.416
ko05120	AYCG.ctg28.230
ko05120	AYCG.ctg40.32
ko05120	AYCG.ctg19.34
ko05120	AYCG.ctg42.12
ko05120	AYCG.ctg23.314
ko05120	AYCG.ctg15.37
ko05120	AYCG.ctg19.78
ko05120	AYCG.ctg4.147
ko05120	AYCG.ctg40.31
ko05120	AYCG.ctg41.71
ko05120	AYCG.ctg1.621
ko05120	AYCG.ctg4.337
ko05120	AYCG.ctg25.109
ko05120	AYCG.ctg12.168
ko05120	AYCG.ctg15.28
ko05120	AYCG.ctg23.224
ko05120	AYCG.ctg2.64
ko05120	AYCG.ctg1.315
ko05120	AYCG.ctg36.167
ko05120	AYCG.ctg4.125
ko05120	AYCG.ctg9.667
ko05120	AYCG.ctg2.103
ko05120	AYCG.ctg7.813
ko05120	AYCG.ctg4.35
ko05120	add.AYCG.ctg37.47
ko05120	AYCG.ctg2.43
ko05120	add.AYCG.ctg15.55
ko05120	AYCG.ctg7.567
ko05120	AYCG.ctg16.97
ko05120	AYCG.ctg14.238
ko05120	AYCG.ctg25.302
ko05120	AYCG.ctg3.267
ko05120	AYCG.ctg23.106
ko05120	AYCG.ctg31.310
ko05120	AYCG.ctg32.143
ko05120	AYCG.ctg4.58
ko05130	AYCG.ctg7.690
ko05130	AYCG.ctg33.88
ko05130	AYCG.ctg7.876
ko05130	add.AYCG.ctg175.3
ko05130	add.AYCG.ctg34.100
ko05130	AYCG.ctg20.36
ko05130	AYCG.ctg14.64
ko05130	AYCG.ctg10.265
ko05130	add.AYCG.ctg269.2
ko05130	AYCG.ctg39.23
ko05130	AYCG.ctg391.1
ko05130	AYCG.ctg13.155
ko05130	AYCG.ctg5.71
ko05130	AYCG.ctg3.77
ko05130	add.AYCG.ctg4.129
ko05130	AYCG.ctg36.23
ko05130	AYCG.ctg50.22
ko05130	add.AYCG.ctg34.46
ko05130	add.AYCG.ctg4.33
ko05130	AYCG.ctg9.499
ko05130	add.AYCG.ctg13.81
ko05130	AYCG.ctg1.12
ko05130	AYCG.ctg38.106
ko05130	AYCG.ctg32.139
ko05130	AYCG.ctg23.47
ko05130	add.AYCG.ctg210.2
ko05130	AYCG.ctg34.462
ko05130	AYCG.ctg34.170
ko05130	AYCG.ctg36.141
ko05130	AYCG.ctg43.2
ko05130	add.AYCG.ctg8.50
ko05130	AYCG.ctg5.328
ko05130	add.AYCG.ctg5.130
ko05130	add.AYCG.ctg34.127
ko05130	AYCG.ctg9.102
ko05130	add.AYCG.ctg11.5
ko05130	AYCG.ctg23.106
ko05130	add.AYCG.ctg14.50
ko05130	add.AYCG.ctg6.119
ko05130	AYCG.ctg691.1
ko05130	AYCG.ctg1.52
ko05130	add.AYCG.ctg36.26
ko05130	AYCG.ctg43.66
ko05130	AYCG.ctg7.645
ko05130	AYCG.ctg34.448
ko05130	AYCG.ctg18.241
ko05130	AYCG.ctg97.17
ko05130	AYCG.ctg1.269
ko05130	AYCG.ctg23.272
ko05130	AYCG.ctg5.976
ko05130	add.AYCG.ctg36.105
ko05130	AYCG.ctg7.410
ko05130	add.AYCG.ctg834.1
ko05130	add.AYCG.ctg2.221
ko05130	add.AYCG.ctg43.1
ko05130	AYCG.ctg4.282
ko05130	AYCG.ctg7.446
ko05130	add.AYCG.ctg54.5
ko05130	add.AYCG.ctg25.112
ko05130	add.AYCG.ctg6.120
ko05130	AYCG.ctg20.93
ko05130	AYCG.ctg23.224
ko05130	AYCG.ctg34.95
ko05130	AYCG.ctg59.37
ko05130	AYCG.ctg3.377
ko05130	AYCG.ctg1.403
ko05130	AYCG.ctg23.328
ko05130	AYCG.ctg24.419
ko05130	add.AYCG.ctg20.182
ko05130	add.AYCG.ctg36.36
ko05130	AYCG.ctg7.181
ko05130	AYCG.ctg11.79
ko05130	add.AYCG.ctg29.114
ko05130	AYCG.ctg7.344
ko05130	AYCG.ctg56.39
ko05130	add.AYCG.ctg23.134
ko05130	AYCG.ctg34.294
ko05130	AYCG.ctg20.153
ko05130	add.AYCG.ctg2.137
ko05130	add.AYCG.ctg47.20
ko05130	add.AYCG.ctg24.98
ko05130	AYCG.ctg3.406
ko05130	add.AYCG.ctg29.100
ko05130	add.AYCG.ctg1.261
ko05130	AYCG.ctg7.668
ko05130	AYCG.ctg97.2
ko05130	add.AYCG.ctg34.159
ko05130	add.AYCG.ctg25.163
ko05130	AYCG.ctg4.219
ko05130	AYCG.ctg56.14
ko05130	AYCG.ctg32.288
ko05130	add.AYCG.ctg1036.3
ko05130	AYCG.ctg10.386
ko05130	AYCG.ctg16.251
ko05130	AYCG.ctg24.226
ko05130	add.AYCG.ctg34.98
ko05130	AYCG.ctg34.422
ko05130	add.AYCG.ctg1130.8
ko05130	AYCG.ctg36.170
ko05130	AYCG.ctg12.183
ko05130	add.AYCG.ctg25.94
ko05130	AYCG.ctg1.498
ko05130	AYCG.ctg20.158
ko05130	AYCG.ctg3.584
ko05130	add.AYCG.ctg1036.2
ko05130	AYCG.ctg20.352
ko05130	AYCG.ctg34.621
ko05130	AYCG.ctg30.108
ko05130	AYCG.ctg714.1
ko05130	add.AYCG.ctg14.145
ko05130	AYCG.ctg14.105
ko05130	AYCG.ctg17.193
ko05130	add.AYCG.ctg2.222
ko05130	add.AYCG.ctg12.63
ko05130	AYCG.ctg7.1134
ko05130	add.AYCG.ctg36.38
ko05130	AYCG.ctg52.21
ko05130	AYCG.ctg24.142
ko05130	AYCG.ctg19.37
ko05130	add.AYCG.ctg3.57
ko05130	add.AYCG.ctg20.58
ko05130	add.AYCG.ctg97.4
ko05130	AYCG.ctg1681.1
ko05130	AYCG.ctg3.436
ko05130	add.AYCG.ctg6.29
ko05130	add.AYCG.ctg37.48
ko05130	AYCG.ctg34.62
ko05130	add.AYCG.ctg10.168
ko05130	add.AYCG.ctg7.391
ko05130	AYCG.ctg20.210
ko05130	add.AYCG.ctg6.41
ko05130	AYCG.ctg8.92
ko05130	add.AYCG.ctg97.5
ko05130	add.AYCG.ctg8.85
ko05130	add.AYCG.ctg28.69
ko05130	add.AYCG.ctg29.23
ko05130	AYCG.ctg24.77
ko05130	AYCG.ctg12.264
ko05130	add.AYCG.ctg18.107
ko05130	AYCG.ctg20.203
ko05130	AYCG.ctg3.173
ko05130	add.AYCG.ctg18.103
ko05130	AYCG.ctg5.247
ko05130	add.AYCG.ctg8.54
ko05130	add.AYCG.ctg2.139
ko05130	AYCG.ctg31.330
ko05130	AYCG.ctg14.299
ko05130	AYCG.ctg14.298
ko05130	add.AYCG.ctg41.31
ko05130	AYCG.ctg2.231
ko05130	add.AYCG.ctg31.50
ko05130	AYCG.ctg5.19
ko05130	AYCG.ctg11.62
ko05130	AYCG.ctg27.17
ko05130	AYCG.ctg18.70
ko05130	AYCG.ctg13.153
ko05130	add.AYCG.ctg9.153
ko05130	AYCG.ctg7.362
ko05130	AYCG.ctg2.62
ko05130	add.AYCG.ctg6.95
ko05130	AYCG.ctg25.348
ko05130	AYCG.ctg12.325
ko05130	AYCG.ctg25.479
ko05130	AYCG.ctg1.230
ko05130	AYCG.ctg4.459
ko05130	add.AYCG.ctg10.169
ko05130	AYCG.ctg37.88
ko05130	AYCG.ctg7.742
ko05130	add.AYCG.ctg12.114
ko05130	AYCG.ctg18.8
ko05130	add.AYCG.ctg3.48
ko05130	AYCG.ctg33.23
ko05130	AYCG.ctg21.248
ko05130	add.AYCG.ctg34.125
ko05130	add.AYCG.ctg31.127
ko05130	AYCG.ctg10.379
ko05130	AYCG.ctg24.326
ko05130	AYCG.ctg4.58
ko05130	add.AYCG.ctg34.60
ko05130	AYCG.ctg34.102
ko05130	AYCG.ctg69.16
ko05130	AYCG.ctg4.53
ko05130	add.AYCG.ctg2.297
ko05130	add.AYCG.ctg7.249
ko05130	add.AYCG.ctg24.85
ko05130	AYCG.ctg4.504
ko05130	AYCG.ctg20.327
ko05130	add.AYCG.ctg10.24
ko05130	AYCG.ctg11.115
ko05130	add.AYCG.ctg973.1
ko05130	add.AYCG.ctg2.138
ko05130	AYCG.ctg1.302
ko05130	AYCG.ctg28.21
ko05130	AYCG.ctg22.51
ko05130	AYCG.ctg5.463
ko05130	add.AYCG.ctg2.169
ko05130	AYCG.ctg6.206
ko05130	AYCG.ctg2.365
ko05130	AYCG.ctg3.283
ko05130	add.AYCG.ctg25.64
ko05130	AYCG.ctg8.104
ko05130	add.AYCG.ctg15.30
ko05130	AYCG.ctg19.260
ko05130	AYCG.ctg12.281
ko05130	AYCG.ctg16.159
ko05130	AYCG.ctg10.430
ko05130	AYCG.ctg36.63
ko05130	AYCG.ctg24.458
ko05130	add.AYCG.ctg5.71
ko05130	AYCG.ctg7.201
ko05130	add.AYCG.ctg14.131
ko05130	AYCG.ctg25.256
ko05130	add.AYCG.ctg34.66
ko05130	add.AYCG.ctg11.44
ko05130	AYCG.ctg17.103
ko05130	add.AYCG.ctg10.64
ko05130	AYCG.ctg5.728
ko05130	AYCG.ctg1.536
ko05130	AYCG.ctg33.9
ko05130	add.AYCG.ctg34.124
ko05130	AYCG.ctg30.105
ko05130	AYCG.ctg6.405
ko05130	AYCG.ctg6.402
ko05130	AYCG.ctg25.37
ko05130	AYCG.ctg34.138
ko05130	AYCG.ctg48.19
ko05130	add.AYCG.ctg175.2
ko05130	AYCG.ctg17.155
ko05130	AYCG.ctg3.590
ko05130	AYCG.ctg16.157
ko05130	AYCG.ctg17.251
ko05130	add.AYCG.ctg1.89
ko05130	AYCG.ctg51.51
ko05130	add.AYCG.ctg21.28
ko05130	AYCG.ctg11.37
ko05130	AYCG.ctg56.1
ko05130	AYCG.ctg23.246
ko05130	AYCG.ctg10.418
ko05130	AYCG.ctg25.280
ko05130	AYCG.ctg24.133
ko05130	AYCG.ctg20.51
ko05130	AYCG.ctg13.18
ko05130	AYCG.ctg20.499
ko05130	add.AYCG.ctg5.96
ko05130	add.AYCG.ctg58.3
ko05130	AYCG.ctg31.202
ko05130	AYCG.ctg8.206
ko05130	AYCG.ctg5.819
ko05130	AYCG.ctg32.72
ko05130	AYCG.ctg58.15
ko05130	AYCG.ctg14.136
ko05130	AYCG.ctg1.432
ko05130	AYCG.ctg23.88
ko05130	AYCG.ctg31.176
ko05130	AYCG.ctg25.314
ko05130	AYCG.ctg49.71
ko05130	add.AYCG.ctg30.71
ko05130	AYCG.ctg13.43
ko05130	AYCG.ctg2.64
ko05130	AYCG.ctg16.88
ko05130	AYCG.ctg28.238
ko05130	AYCG.ctg27.58
ko05130	AYCG.ctg4.320
ko05130	AYCG.ctg46.12
ko05130	add.AYCG.ctg20.134
ko05130	add.AYCG.ctg605.1
ko05130	AYCG.ctg7.990
ko05130	AYCG.ctg14.252
ko05130	add.AYCG.ctg7.333
ko05130	AYCG.ctg21.143
ko05130	add.AYCG.ctg25.65
ko05130	AYCG.ctg23.151
ko05130	AYCG.ctg18.55
ko05130	AYCG.ctg4.554
ko05130	AYCG.ctg3.267
ko05130	AYCG.ctg20.439
ko05130	add.AYCG.ctg65.7
ko05130	AYCG.ctg12.221
ko05130	AYCG.ctg16.161
ko05130	AYCG.ctg2.551
ko05130	AYCG.ctg7.396
ko05130	AYCG.ctg26.71
ko05130	add.AYCG.ctg175.1
ko05130	AYCG.ctg30.85
ko05130	add.AYCG.ctg31.22
ko05130	add.AYCG.ctg8.92
ko05130	AYCG.ctg10.543
ko05130	AYCG.ctg65.18
ko05130	add.AYCG.ctg24.156
ko05130	add.AYCG.ctg24.119
ko05130	add.AYCG.ctg34.122
ko05130	AYCG.ctg32.43
ko05130	AYCG.ctg10.117
ko05130	AYCG.ctg24.287
ko05130	AYCG.ctg39.68
ko05130	add.AYCG.ctg9.164
ko05130	AYCG.ctg1194.1
ko05130	AYCG.ctg3.123
ko05130	AYCG.ctg17.106
ko05130	add.AYCG.ctg28.14
ko05130	AYCG.ctg10.363
ko05130	AYCG.ctg15.96
ko05130	AYCG.ctg498.1
ko05130	AYCG.ctg28.55
ko05130	AYCG.ctg5.685
ko05130	AYCG.ctg9.713
ko05130	AYCG.ctg36.167
ko05130	AYCG.ctg24.296
ko05130	add.AYCG.ctg1299.1
ko05130	AYCG.ctg5.330
ko05130	add.AYCG.ctg29.101
ko05130	AYCG.ctg38.108
ko05130	add.AYCG.ctg2.396
ko05130	AYCG.ctg66.2
ko05130	AYCG.ctg7.343
ko05130	AYCG.ctg57.72
ko05130	AYCG.ctg1.243
ko05130	AYCG.ctg16.212
ko05130	add.AYCG.ctg9.12
ko05130	AYCG.ctg6.163
ko05130	AYCG.ctg1.196
ko05130	add.AYCG.ctg3.78
ko05130	AYCG.ctg6.128
ko05130	add.AYCG.ctg9.83
ko05130	AYCG.ctg36.67
ko05130	add.AYCG.ctg6.63
ko05130	AYCG.ctg14.107
ko05130	add.AYCG.ctg34.113
ko05130	AYCG.ctg24.416
ko05130	AYCG.ctg18.226
ko05130	AYCG.ctg34.120
ko05130	AYCG.ctg27.184
ko05130	add.AYCG.ctg20.129
ko05130	AYCG.ctg18.203
ko05130	add.AYCG.ctg4.144
ko05130	AYCG.ctg16.89
ko05130	AYCG.ctg1.492
ko05130	add.AYCG.ctg34.72
ko05130	AYCG.ctg36.171
ko05130	AYCG.ctg3.467
ko05130	AYCG.ctg1.60
ko05130	AYCG.ctg7.155
ko05130	AYCG.ctg28.248
ko05130	AYCG.ctg18.124
ko05130	add.AYCG.ctg2.136
ko05130	AYCG.ctg22.122
ko05130	AYCG.ctg34.126
ko05130	AYCG.ctg17.104
ko05130	AYCG.ctg21.81
ko05130	AYCG.ctg1.315
ko05130	add.AYCG.ctg33.75
ko05130	add.AYCG.ctg12.109
ko05130	AYCG.ctg26.81
ko05130	add.AYCG.ctg30.76
ko05130	AYCG.ctg21.471
ko05130	AYCG.ctg9.275
ko05130	AYCG.ctg18.210
ko05130	add.AYCG.ctg23.79
ko05130	AYCG.ctg7.1045
ko05130	add.AYCG.ctg12.141
ko05130	add.AYCG.ctg24.115
ko05130	AYCG.ctg10.398
ko05130	AYCG.ctg25.266
ko05130	AYCG.ctg22.182
ko05130	AYCG.ctg28.203
ko05130	AYCG.ctg32.114
ko05130	AYCG.ctg25.325
ko05130	add.AYCG.ctg39.32
ko05130	AYCG.ctg1.800
ko05130	add.AYCG.ctg50.39
ko05130	add.AYCG.ctg239.1
ko05130	AYCG.ctg51.59
ko05130	add.AYCG.ctg7.436
ko05130	add.AYCG.ctg13.32
ko05130	AYCG.ctg12.314
ko05130	AYCG.ctg34.34
ko05130	AYCG.ctg20.78
ko05130	add.AYCG.ctg491.1
ko05130	AYCG.ctg6.210
ko05130	AYCG.ctg38.63
ko05130	add.AYCG.ctg14.75
ko05130	add.AYCG.ctg2.220
ko05130	add.AYCG.ctg13.80
ko05130	AYCG.ctg40.35
ko05130	AYCG.ctg32.250
ko05130	AYCG.ctg7.1130
ko05130	AYCG.ctg5.1042
ko05130	AYCG.ctg5.311
ko05130	AYCG.ctg34.572
ko05130	AYCG.ctg24.357
ko05130	add.AYCG.ctg445.1
ko05130	AYCG.ctg17.169
ko05130	add.AYCG.ctg37.53
ko05130	add.AYCG.ctg2.395
ko05130	add.AYCG.ctg5.439
ko05130	AYCG.ctg7.675
ko05130	AYCG.ctg34.118
ko05130	add.AYCG.ctg1118.1
ko05130	add.AYCG.ctg34.128
ko05130	AYCG.ctg4.86
ko05130	AYCG.ctg56.23
ko05130	AYCG.ctg8.94
ko05130	add.AYCG.ctg20.222
ko05130	AYCG.ctg7.976
ko05130	AYCG.ctg7.403
ko05130	add.AYCG.ctg29.10
ko05130	AYCG.ctg51.61
ko05130	add.AYCG.ctg8.52
ko05130	add.AYCG.ctg30.55
ko05130	AYCG.ctg24.430
ko05130	AYCG.ctg1.650
ko05130	AYCG.ctg15.97
ko05130	AYCG.ctg6.72
ko05130	AYCG.ctg18.46
ko05130	AYCG.ctg3.268
ko05130	AYCG.ctg46.56
ko05130	AYCG.ctg6.404
ko05130	AYCG.ctg5.1027
ko05130	AYCG.ctg13.12
ko05130	AYCG.ctg22.251
ko05130	AYCG.ctg37.105
ko05130	add.AYCG.ctg3.201
ko05130	AYCG.ctg9.608
ko05130	AYCG.ctg11.35
ko05130	AYCG.ctg17.157
ko05130	AYCG.ctg1.445
ko05130	add.AYCG.ctg175.4
ko05130	AYCG.ctg15.51
ko05130	AYCG.ctg3.646
ko05130	AYCG.ctg7.1148
ko05130	add.AYCG.ctg2.135
ko05130	add.AYCG.ctg25.98
ko05130	AYCG.ctg6.327
ko05130	add.AYCG.ctg1553.1
ko05130	AYCG.ctg13.151
ko05130	add.AYCG.ctg16.80
ko05130	AYCG.ctg27.185
ko05130	add.AYCG.ctg3.101
ko05130	AYCG.ctg23.131
ko05130	AYCG.ctg9.31
ko05130	AYCG.ctg5.687
ko05130	AYCG.ctg23.333
ko05130	add.AYCG.ctg7.87
ko05130	add.AYCG.ctg24.118
ko05130	AYCG.ctg36.191
ko05130	add.AYCG.ctg39.38
ko05130	AYCG.ctg7.517
ko05130	AYCG.ctg36.126
ko05130	AYCG.ctg30.104
ko05130	AYCG.ctg22.192
ko05130	add.AYCG.ctg7.175
ko05130	AYCG.ctg34.335
ko05130	AYCG.ctg5.74
ko05130	AYCG.ctg37.153
ko05130	add.AYCG.ctg37.54
ko05130	AYCG.ctg2.433
ko05130	add.AYCG.ctg51.5
ko05130	AYCG.ctg25.87
ko05130	AYCG.ctg2.350
ko05130	AYCG.ctg7.512
ko05130	AYCG.ctg29.6
ko05130	AYCG.ctg7.1135
ko05130	add.AYCG.ctg4.253
ko05130	add.AYCG.ctg64.9
ko05130	AYCG.ctg17.235
ko05130	add.AYCG.ctg19.52
ko05130	AYCG.ctg19.191
ko05130	AYCG.ctg2.159
ko05130	AYCG.ctg10.371
ko05130	AYCG.ctg33.14
ko05130	AYCG.ctg2.504
ko05130	AYCG.ctg23.46
ko05130	AYCG.ctg15.15
ko05130	add.AYCG.ctg39.37
ko05130	add.AYCG.ctg8.65
ko05130	add.AYCG.ctg9.132
ko05130	add.AYCG.ctg10.163
ko05130	AYCG.ctg18.228
ko05130	AYCG.ctg10.141
ko05130	add.AYCG.ctg17.80
ko05130	AYCG.ctg36.101
ko05130	AYCG.ctg34.193
ko05130	AYCG.ctg36.169
ko05130	AYCG.ctg25.282
ko05130	add.AYCG.ctg9.7
ko05130	AYCG.ctg34.264
ko05130	AYCG.ctg34.640
ko05130	AYCG.ctg5.710
ko05130	AYCG.ctg5.670
ko05130	AYCG.ctg2.154
ko05130	add.AYCG.ctg9.78
ko05130	add.AYCG.ctg97.7
ko05130	add.AYCG.ctg36.37
ko05130	AYCG.ctg28.170
