GO	GENE	CLASS
GO:0009058	AYCG.ctg3.122	biological_process
GO:0016787	AYCG.ctg3.122	molecular_function
GO:0006355	AYCG.ctg3.105	biological_process
GO:0042626	AYCG.ctg3.105	molecular_function
GO:0003924	AYCG.ctg3.105	molecular_function
GO:0003724	AYCG.ctg3.105	molecular_function
GO:0003723	AYCG.ctg3.105	molecular_function
GO:0016887	AYCG.ctg3.105	molecular_function
GO:0003677	AYCG.ctg3.105	molecular_function
GO:0005524	AYCG.ctg3.105	molecular_function
GO:0005525	AYCG.ctg3.105	molecular_function
GO:0005515	AYCG.ctg27.39	molecular_function
GO:0003677	AYCG.ctg27.39	molecular_function
GO:0005509	AYCG.ctg7.595	molecular_function
GO:0003924	AYCG.ctg19.191	molecular_function
GO:0006468	AYCG.ctg3.490	biological_process
GO:0005515	AYCG.ctg3.490	molecular_function
GO:0005524	AYCG.ctg3.490	molecular_function
GO:0004672	AYCG.ctg3.490	molecular_function
GO:0006508	AYCG.ctg23.77	biological_process
GO:0008234	AYCG.ctg23.77	molecular_function
GO:0005515	AYCG.ctg1.334	molecular_function
GO:0016021	AYCG.ctg1.334	cellular_component
GO:0007034	AYCG.ctg5.428	biological_process
GO:0055114	add.AYCG.ctg32.83	biological_process
GO:0051287	add.AYCG.ctg32.83	molecular_function
GO:0050661	add.AYCG.ctg32.83	molecular_function
GO:0016616	add.AYCG.ctg32.83	molecular_function
GO:0019239	AYCG.ctg17.228	molecular_function
GO:0016021	AYCG.ctg3.592	cellular_component
GO:0006812	AYCG.ctg28.227	biological_process
GO:0055085	AYCG.ctg28.227	biological_process
GO:0015299	AYCG.ctg28.227	molecular_function
GO:0016021	AYCG.ctg28.227	cellular_component
GO:0007186	AYCG.ctg1.634	biological_process
GO:0031683	AYCG.ctg1.634	molecular_function
GO:0003924	AYCG.ctg1.634	molecular_function
GO:0019001	AYCG.ctg1.634	molecular_function
GO:0003724	AYCG.ctg1.634	molecular_function
GO:0003723	AYCG.ctg1.634	molecular_function
GO:0043531	AYCG.ctg1.634	molecular_function
GO:0005524	AYCG.ctg1.634	molecular_function
GO:0005525	AYCG.ctg1.634	molecular_function
GO:0006412	AYCG.ctg20.165	biological_process
GO:0003735	AYCG.ctg20.165	molecular_function
GO:0005840	AYCG.ctg20.165	cellular_component
GO:0051382	AYCG.ctg12.117	biological_process
GO:0000278	AYCG.ctg12.117	biological_process
GO:0003677	AYCG.ctg12.117	molecular_function
GO:0031145	AYCG.ctg28.194	biological_process
GO:0008270	AYCG.ctg28.194	molecular_function
GO:0046872	AYCG.ctg28.194	molecular_function
GO:0005680	AYCG.ctg28.194	cellular_component
GO:0007017	AYCG.ctg50.11	biological_process
GO:0030286	AYCG.ctg50.11	cellular_component
GO:0031145	add.AYCG.ctg17.89	biological_process
GO:0003723	add.AYCG.ctg17.89	molecular_function
GO:0046872	add.AYCG.ctg17.89	molecular_function
GO:0008270	add.AYCG.ctg17.89	molecular_function
GO:0005680	add.AYCG.ctg17.89	cellular_component
GO:0005515	AYCG.ctg34.485	molecular_function
GO:0055114	AYCG.ctg32.352	biological_process
GO:0006694	AYCG.ctg32.352	biological_process
GO:0003854	AYCG.ctg32.352	molecular_function
GO:0003824	AYCG.ctg32.352	molecular_function
GO:0016616	AYCG.ctg32.352	molecular_function
GO:0031145	add.AYCG.ctg44.14	biological_process
GO:0008270	add.AYCG.ctg44.14	molecular_function
GO:0046872	add.AYCG.ctg44.14	molecular_function
GO:0005680	add.AYCG.ctg44.14	cellular_component
GO:0055085	AYCG.ctg43.105	biological_process
GO:0015297	AYCG.ctg43.105	molecular_function
GO:0042910	AYCG.ctg43.105	molecular_function
GO:0016020	AYCG.ctg43.105	cellular_component
GO:0032012	AYCG.ctg5.249	biological_process
GO:0055114	add.AYCG.ctg10.118	biological_process
GO:0009308	add.AYCG.ctg10.118	biological_process
GO:0048038	add.AYCG.ctg10.118	molecular_function
GO:0005507	add.AYCG.ctg10.118	molecular_function
GO:0008131	add.AYCG.ctg10.118	molecular_function
GO:0006355	AYCG.ctg5.503	biological_process
GO:0003700	AYCG.ctg5.503	molecular_function
GO:0009966	AYCG.ctg31.169	biological_process
GO:0030001	AYCG.ctg31.169	biological_process
GO:0006383	AYCG.ctg31.169	biological_process
GO:0003677	AYCG.ctg31.169	molecular_function
GO:0046872	AYCG.ctg31.169	molecular_function
GO:0005666	AYCG.ctg31.169	cellular_component
GO:0015074	add.AYCG.ctg5.23	biological_process
GO:0003677	add.AYCG.ctg5.23	molecular_function
GO:0016791	AYCG.ctg4.511	molecular_function
GO:0006357	add.AYCG.ctg36.20	biological_process
GO:0043087	add.AYCG.ctg36.20	biological_process
GO:0003712	add.AYCG.ctg36.20	molecular_function
GO:0016592	add.AYCG.ctg36.20	cellular_component
GO:0005515	add.AYCG.ctg17.93	molecular_function
GO:0009972	add.AYCG.ctg3.103	biological_process
GO:0008270	add.AYCG.ctg3.103	molecular_function
GO:0004126	add.AYCG.ctg3.103	molecular_function
GO:0007224	AYCG.ctg7.686	biological_process
GO:0042626	AYCG.ctg7.686	molecular_function
GO:0019028	AYCG.ctg7.686	cellular_component
GO:0006886	AYCG.ctg7.133	biological_process
GO:0016192	AYCG.ctg7.133	biological_process
GO:0005515	AYCG.ctg7.133	molecular_function
GO:0005739	AYCG.ctg7.133	cellular_component
GO:0005515	AYCG.ctg18.100	molecular_function
GO:0015979	AYCG.ctg1.607	biological_process
GO:0005509	AYCG.ctg1.607	molecular_function
GO:0009523	AYCG.ctg1.607	cellular_component
GO:0019898	AYCG.ctg1.607	cellular_component
GO:0009654	AYCG.ctg1.607	cellular_component
GO:0005975	add.AYCG.ctg5.38	biological_process
GO:0030259	add.AYCG.ctg5.38	biological_process
GO:0016758	add.AYCG.ctg5.38	molecular_function
GO:0008194	add.AYCG.ctg5.38	molecular_function
GO:0055085	AYCG.ctg3.117	biological_process
GO:0015267	AYCG.ctg3.117	molecular_function
GO:0016020	AYCG.ctg3.117	cellular_component
GO:0030001	AYCG.ctg7.17	biological_process
GO:0046872	AYCG.ctg7.17	molecular_function
GO:0032259	AYCG.ctg1.368	biological_process
GO:0008168	AYCG.ctg1.368	molecular_function
GO:0005515	add.AYCG.ctg34.71	molecular_function
GO:0006355	AYCG.ctg31.262	biological_process
GO:0009058	AYCG.ctg31.142	biological_process
GO:0016844	AYCG.ctg31.142	molecular_function
GO:0005515	AYCG.ctg31.142	molecular_function
GO:0003677	AYCG.ctg5.125	molecular_function
GO:0016032	AYCG.ctg3.411	biological_process
GO:0016021	AYCG.ctg48.24	cellular_component
GO:0016020	AYCG.ctg48.24	cellular_component
GO:0016567	AYCG.ctg12.219	biological_process
GO:0006383	AYCG.ctg12.219	biological_process
GO:0006355	AYCG.ctg12.219	biological_process
GO:0006352	AYCG.ctg12.219	biological_process
GO:0003700	AYCG.ctg12.219	molecular_function
GO:0008134	AYCG.ctg12.219	molecular_function
GO:0016987	AYCG.ctg12.219	molecular_function
GO:0008270	AYCG.ctg12.219	molecular_function
GO:0003677	AYCG.ctg12.219	molecular_function
GO:0004842	AYCG.ctg12.219	molecular_function
GO:0032040	AYCG.ctg12.219	cellular_component
GO:0005730	AYCG.ctg12.219	cellular_component
GO:0005634	AYCG.ctg12.219	cellular_component
GO:0003723	AYCG.ctg18.302	molecular_function
GO:0031262	AYCG.ctg67.9	cellular_component
GO:0000776	AYCG.ctg67.9	cellular_component
GO:0016020	AYCG.ctg4.373	cellular_component
GO:0005515	add.AYCG.ctg1.189	molecular_function
GO:0010024	AYCG.ctg10.396	biological_process
GO:0055114	AYCG.ctg10.396	biological_process
GO:0016636	AYCG.ctg10.396	molecular_function
GO:0050897	AYCG.ctg10.396	molecular_function
GO:0051743	AYCG.ctg10.396	molecular_function
GO:0006468	AYCG.ctg23.21	biological_process
GO:0005524	AYCG.ctg23.21	molecular_function
GO:0004672	AYCG.ctg23.21	molecular_function
GO:0006400	AYCG.ctg19.130	biological_process
GO:0016763	AYCG.ctg19.130	molecular_function
GO:0051536	AYCG.ctg64.25	molecular_function
GO:0009055	AYCG.ctg64.25	molecular_function
GO:0006468	AYCG.ctg30.3	biological_process
GO:0005515	AYCG.ctg30.3	molecular_function
GO:0005524	AYCG.ctg30.3	molecular_function
GO:0004672	AYCG.ctg30.3	molecular_function
GO:0006487	AYCG.ctg5.650	biological_process
GO:0016021	AYCG.ctg5.650	cellular_component
GO:0008250	AYCG.ctg5.650	cellular_component
GO:0005515	AYCG.ctg37.48	molecular_function
GO:0016567	add.AYCG.ctg7.107	biological_process
GO:0004842	add.AYCG.ctg7.107	molecular_function
GO:0008270	add.AYCG.ctg7.107	molecular_function
GO:0016787	AYCG.ctg10.283	molecular_function
GO:0006355	AYCG.ctg9.493	biological_process
GO:0071988	AYCG.ctg9.493	biological_process
GO:0030474	AYCG.ctg9.493	biological_process
GO:0003700	AYCG.ctg9.493	molecular_function
GO:0019211	AYCG.ctg9.177	molecular_function
GO:0006468	AYCG.ctg14.243	biological_process
GO:0005524	AYCG.ctg14.243	molecular_function
GO:0004672	AYCG.ctg14.243	molecular_function
GO:0005524	AYCG.ctg14.117	molecular_function
GO:0006357	add.AYCG.ctg30.14	biological_process
GO:0003712	add.AYCG.ctg30.14	molecular_function
GO:0016592	add.AYCG.ctg30.14	cellular_component
GO:0031145	add.AYCG.ctg33.61	biological_process
GO:0016567	add.AYCG.ctg33.61	biological_process
GO:0008270	add.AYCG.ctg33.61	molecular_function
GO:0046872	add.AYCG.ctg33.61	molecular_function
GO:0016021	add.AYCG.ctg33.61	cellular_component
GO:0005680	add.AYCG.ctg33.61	cellular_component
GO:0006812	add.AYCG.ctg3.151	biological_process
GO:0055085	add.AYCG.ctg3.151	biological_process
GO:0008324	add.AYCG.ctg3.151	molecular_function
GO:0006468	AYCG.ctg2.305	biological_process
GO:0005515	AYCG.ctg2.305	molecular_function
GO:0005524	AYCG.ctg2.305	molecular_function
GO:0004672	AYCG.ctg2.305	molecular_function
GO:0005515	AYCG.ctg17.203	molecular_function
GO:0007018	AYCG.ctg4.507	biological_process
GO:0008017	AYCG.ctg4.507	molecular_function
GO:0005524	AYCG.ctg4.507	molecular_function
GO:0003777	AYCG.ctg4.507	molecular_function
GO:0003677	AYCG.ctg4.507	molecular_function
GO:0006384	AYCG.ctg5.885	biological_process
GO:0070193	AYCG.ctg5.885	biological_process
GO:0006366	AYCG.ctg5.885	biological_process
GO:0006355	AYCG.ctg5.885	biological_process
GO:0007130	AYCG.ctg5.885	biological_process
GO:0043565	AYCG.ctg5.885	molecular_function
GO:0003700	AYCG.ctg5.885	molecular_function
GO:0015078	AYCG.ctg5.885	molecular_function
GO:0033179	AYCG.ctg5.885	cellular_component
GO:0005634	AYCG.ctg5.885	cellular_component
GO:0000795	AYCG.ctg5.885	cellular_component
GO:0008168	AYCG.ctg18.158	molecular_function
GO:0006310	AYCG.ctg2.779	biological_process
GO:0009229	AYCG.ctg2.779	biological_process
GO:0006281	AYCG.ctg2.779	biological_process
GO:0000723	AYCG.ctg2.779	biological_process
GO:0006614	AYCG.ctg2.779	biological_process
GO:0016787	AYCG.ctg2.779	molecular_function
GO:0009378	AYCG.ctg2.779	molecular_function
GO:0016887	AYCG.ctg2.779	molecular_function
GO:0004386	AYCG.ctg2.779	molecular_function
GO:0004788	AYCG.ctg2.779	molecular_function
GO:0003676	AYCG.ctg2.779	molecular_function
GO:0003677	AYCG.ctg2.779	molecular_function
GO:0003678	AYCG.ctg2.779	molecular_function
GO:0005524	AYCG.ctg2.779	molecular_function
GO:0005525	AYCG.ctg2.779	molecular_function
GO:0006412	AYCG.ctg25.350	biological_process
GO:0003735	AYCG.ctg25.350	molecular_function
GO:0005840	AYCG.ctg25.350	cellular_component
GO:0055085	AYCG.ctg3.548	biological_process
GO:0022857	AYCG.ctg3.548	molecular_function
GO:0016021	AYCG.ctg3.548	cellular_component
GO:0070476	AYCG.ctg3.407	biological_process
GO:0008168	AYCG.ctg3.407	molecular_function
GO:0016435	AYCG.ctg3.407	molecular_function
GO:0016435	AYCG.ctg3.407	molecular_function
GO:0016126	AYCG.ctg9.666	biological_process
GO:0016628	AYCG.ctg9.666	molecular_function
GO:0016020	AYCG.ctg9.666	cellular_component
GO:0004523	add.AYCG.ctg22.20	molecular_function
GO:0003676	add.AYCG.ctg22.20	molecular_function
GO:0016758	add.AYCG.ctg2.106	molecular_function
GO:0008194	add.AYCG.ctg2.106	molecular_function
GO:0005515	AYCG.ctg34.461	molecular_function
GO:0006629	AYCG.ctg3.387	biological_process
GO:0006887	add.AYCG.ctg4.233	biological_process
GO:0000145	add.AYCG.ctg4.233	cellular_component
GO:0006139	AYCG.ctg41.29	biological_process
GO:0015937	AYCG.ctg41.29	biological_process
GO:0009116	AYCG.ctg41.29	biological_process
GO:0016301	AYCG.ctg41.29	molecular_function
GO:0004127	AYCG.ctg41.29	molecular_function
GO:0005524	AYCG.ctg41.29	molecular_function
GO:0004140	AYCG.ctg41.29	molecular_function
GO:0006468	add.AYCG.ctg23.79	biological_process
GO:0005524	add.AYCG.ctg23.79	molecular_function
GO:0004672	add.AYCG.ctg23.79	molecular_function
GO:0006468	AYCG.ctg17.155	biological_process
GO:0005524	AYCG.ctg17.155	molecular_function
GO:0004672	AYCG.ctg17.155	molecular_function
GO:0007186	AYCG.ctg1.494	biological_process
GO:0019001	AYCG.ctg1.494	molecular_function
GO:0031683	AYCG.ctg1.494	molecular_function
GO:0003924	AYCG.ctg1.494	molecular_function
GO:0005525	AYCG.ctg1.494	molecular_function
GO:0055114	add.AYCG.ctg34.10	biological_process
GO:0005506	add.AYCG.ctg34.10	molecular_function
GO:0016705	add.AYCG.ctg34.10	molecular_function
GO:0020037	add.AYCG.ctg34.10	molecular_function
GO:0005515	AYCG.ctg3.135	molecular_function
GO:0005975	AYCG.ctg8.100	biological_process
GO:0016837	AYCG.ctg8.100	molecular_function
GO:0030246	AYCG.ctg8.100	molecular_function
GO:0048544	add.AYCG.ctg9.156	biological_process
GO:0006468	AYCG.ctg6.251	biological_process
GO:0005524	AYCG.ctg6.251	molecular_function
GO:0004672	AYCG.ctg6.251	molecular_function
GO:0005765	AYCG.ctg6.251	cellular_component
GO:0016791	AYCG.ctg14.365	molecular_function
GO:0016791	AYCG.ctg7.1150	molecular_function
GO:0005515	AYCG.ctg7.1150	molecular_function
GO:0009245	AYCG.ctg7.939	biological_process
GO:0008915	AYCG.ctg7.939	molecular_function
GO:0016021	AYCG.ctg7.939	cellular_component
GO:0006887	add.AYCG.ctg704.10	biological_process
GO:0000145	add.AYCG.ctg704.10	cellular_component
GO:0007031	AYCG.ctg9.405	biological_process
GO:0005779	AYCG.ctg9.405	cellular_component
GO:0000077	add.AYCG.ctg50.41	biological_process
GO:0030896	add.AYCG.ctg50.41	cellular_component
GO:0016020	add.AYCG.ctg28.56	cellular_component
GO:0051603	AYCG.ctg19.19	biological_process
GO:0005839	AYCG.ctg19.19	cellular_component
GO:0055114	AYCG.ctg34.496	biological_process
GO:0046872	AYCG.ctg34.496	molecular_function
GO:0016702	AYCG.ctg34.496	molecular_function
GO:0005515	AYCG.ctg34.496	molecular_function
GO:0005975	AYCG.ctg2.603	biological_process
GO:0006073	AYCG.ctg2.603	biological_process
GO:0016762	AYCG.ctg2.603	molecular_function
GO:0004553	AYCG.ctg2.603	molecular_function
GO:0005618	AYCG.ctg2.603	cellular_component
GO:0048046	AYCG.ctg2.603	cellular_component
GO:0006355	AYCG.ctg12.4	biological_process
GO:0030001	AYCG.ctg12.4	biological_process
GO:0003700	AYCG.ctg12.4	molecular_function
GO:0046872	AYCG.ctg12.4	molecular_function
GO:0003677	AYCG.ctg12.4	molecular_function
GO:0003677	AYCG.ctg22.279	molecular_function
GO:0006914	AYCG.ctg9.89	biological_process
GO:0006355	AYCG.ctg9.89	biological_process
GO:0006260	AYCG.ctg9.89	biological_process
GO:0010506	AYCG.ctg9.89	biological_process
GO:0043565	AYCG.ctg9.89	molecular_function
GO:0003677	AYCG.ctg9.89	molecular_function
GO:0005615	AYCG.ctg9.89	cellular_component
GO:0006355	AYCG.ctg38.60	biological_process
GO:0003677	AYCG.ctg38.60	molecular_function
GO:0005509	AYCG.ctg23.134	molecular_function
GO:0005515	AYCG.ctg23.134	molecular_function
GO:0007186	AYCG.ctg3.317	biological_process
GO:0055085	AYCG.ctg3.317	biological_process
GO:0042626	AYCG.ctg3.317	molecular_function
GO:0031683	AYCG.ctg3.317	molecular_function
GO:0016301	AYCG.ctg3.317	molecular_function
GO:0003924	AYCG.ctg3.317	molecular_function
GO:0019001	AYCG.ctg3.317	molecular_function
GO:0016887	AYCG.ctg3.317	molecular_function
GO:0005524	AYCG.ctg3.317	molecular_function
GO:0005525	AYCG.ctg3.317	molecular_function
GO:0016021	AYCG.ctg3.317	cellular_component
GO:0055114	AYCG.ctg46.55	biological_process
GO:0046872	AYCG.ctg46.55	molecular_function
GO:0016702	AYCG.ctg46.55	molecular_function
GO:0006355	AYCG.ctg1.87	biological_process
GO:0003700	AYCG.ctg1.87	molecular_function
GO:0043565	AYCG.ctg1.87	molecular_function
GO:0006415	AYCG.ctg21.484	biological_process
GO:0003747	AYCG.ctg21.484	molecular_function
GO:0003723	AYCG.ctg31.313	molecular_function
GO:0015696	add.AYCG.ctg8.113	biological_process
GO:0008519	add.AYCG.ctg8.113	molecular_function
GO:0016020	add.AYCG.ctg8.113	cellular_component
GO:0015165	AYCG.ctg11.234	molecular_function
GO:0016021	AYCG.ctg11.234	cellular_component
GO:0016020	AYCG.ctg11.234	cellular_component
GO:0000139	AYCG.ctg11.234	cellular_component
GO:0055114	AYCG.ctg1.163	biological_process
GO:0030151	AYCG.ctg1.163	molecular_function
GO:0016491	AYCG.ctg1.163	molecular_function
GO:0007018	AYCG.ctg7.206	biological_process
GO:0016032	AYCG.ctg7.206	biological_process
GO:0006914	AYCG.ctg7.206	biological_process
GO:0008017	AYCG.ctg7.206	molecular_function
GO:0003777	AYCG.ctg7.206	molecular_function
GO:0005524	AYCG.ctg7.206	molecular_function
GO:0019867	AYCG.ctg7.206	cellular_component
GO:0005515	add.AYCG.ctg25.10	molecular_function
GO:0008289	AYCG.ctg12.92	molecular_function
GO:0016021	AYCG.ctg22.172	cellular_component
GO:0016020	AYCG.ctg22.172	cellular_component
GO:0006468	AYCG.ctg5.406	biological_process
GO:0004674	AYCG.ctg5.406	molecular_function
GO:0005524	AYCG.ctg5.406	molecular_function
GO:0004672	AYCG.ctg5.406	molecular_function
GO:0015986	AYCG.ctg51.55	biological_process
GO:0051321	AYCG.ctg51.55	biological_process
GO:0005515	AYCG.ctg51.55	molecular_function
GO:0046933	AYCG.ctg51.55	molecular_function
GO:0007155	AYCG.ctg7.160	biological_process
GO:0006164	AYCG.ctg7.160	biological_process
GO:0004019	AYCG.ctg7.160	molecular_function
GO:0005525	AYCG.ctg7.160	molecular_function
GO:0016020	AYCG.ctg7.160	cellular_component
GO:0055114	AYCG.ctg62.19	biological_process
GO:0016491	AYCG.ctg62.19	molecular_function
GO:0010181	AYCG.ctg62.19	molecular_function
GO:0055085	AYCG.ctg5.185	biological_process
GO:0022857	AYCG.ctg5.185	molecular_function
GO:0016021	AYCG.ctg5.185	cellular_component
GO:0006821	AYCG.ctg10.67	biological_process
GO:0055085	AYCG.ctg10.67	biological_process
GO:0005247	AYCG.ctg10.67	molecular_function
GO:0016020	AYCG.ctg10.67	cellular_component
GO:0019028	AYCG.ctg10.67	cellular_component
GO:0046983	AYCG.ctg21.527	molecular_function
GO:0005515	AYCG.ctg21.527	molecular_function
GO:0005634	AYCG.ctg21.527	cellular_component
GO:0003682	AYCG.ctg29.111	molecular_function
GO:0042545	AYCG.ctg27.113	biological_process
GO:0005992	AYCG.ctg27.113	biological_process
GO:0003824	AYCG.ctg27.113	molecular_function
GO:0004857	AYCG.ctg27.113	molecular_function
GO:0030599	AYCG.ctg27.113	molecular_function
GO:0008270	AYCG.ctg18.191	molecular_function
GO:0006468	AYCG.ctg7.488	biological_process
GO:0005524	AYCG.ctg7.488	molecular_function
GO:0004672	AYCG.ctg7.488	molecular_function
GO:0006468	AYCG.ctg15.115	biological_process
GO:0005524	AYCG.ctg15.115	molecular_function
GO:0004672	AYCG.ctg15.115	molecular_function
GO:0046872	AYCG.ctg18.237	molecular_function
GO:0055114	AYCG.ctg63.8	biological_process
GO:0006694	AYCG.ctg63.8	biological_process
GO:0003854	AYCG.ctg63.8	molecular_function
GO:0003824	AYCG.ctg63.8	molecular_function
GO:0016616	AYCG.ctg63.8	molecular_function
GO:0006355	AYCG.ctg19.268	biological_process
GO:0003700	AYCG.ctg19.268	molecular_function
GO:0043565	AYCG.ctg19.268	molecular_function
GO:0006508	AYCG.ctg2.115	biological_process
GO:0008236	AYCG.ctg2.115	molecular_function
GO:0016787	AYCG.ctg55.4	molecular_function
GO:0003677	AYCG.ctg55.4	molecular_function
GO:0003676	AYCG.ctg55.4	molecular_function
GO:0005524	AYCG.ctg55.4	molecular_function
GO:0004386	AYCG.ctg55.4	molecular_function
GO:0055114	add.AYCG.ctg26.44	biological_process
GO:0003824	add.AYCG.ctg26.44	molecular_function
GO:0006355	AYCG.ctg6.75	biological_process
GO:0003700	AYCG.ctg6.75	molecular_function
GO:0006481	AYCG.ctg32.400	biological_process
GO:0004671	AYCG.ctg32.400	molecular_function
GO:0016021	AYCG.ctg32.400	cellular_component
GO:0006310	AYCG.ctg25.152	biological_process
GO:0006576	AYCG.ctg25.152	biological_process
GO:0006281	AYCG.ctg25.152	biological_process
GO:0006614	AYCG.ctg25.152	biological_process
GO:0042626	AYCG.ctg25.152	molecular_function
GO:0009378	AYCG.ctg25.152	molecular_function
GO:0043531	AYCG.ctg25.152	molecular_function
GO:0016301	AYCG.ctg25.152	molecular_function
GO:0003924	AYCG.ctg25.152	molecular_function
GO:0017111	AYCG.ctg25.152	molecular_function
GO:0003724	AYCG.ctg25.152	molecular_function
GO:0003723	AYCG.ctg25.152	molecular_function
GO:0016887	AYCG.ctg25.152	molecular_function
GO:0005524	AYCG.ctg25.152	molecular_function
GO:0005525	AYCG.ctg25.152	molecular_function
GO:0016020	AYCG.ctg25.152	cellular_component
GO:0000413	AYCG.ctg14.352	biological_process
GO:0003755	AYCG.ctg14.352	molecular_function
GO:0006629	AYCG.ctg5.315	biological_process
GO:0005515	AYCG.ctg24.378	molecular_function
GO:0005515	add.AYCG.ctg41.22	molecular_function
GO:0046983	AYCG.ctg11.183	molecular_function
GO:0055114	AYCG.ctg29.115	biological_process
GO:0005506	AYCG.ctg29.115	molecular_function
GO:0016705	AYCG.ctg29.115	molecular_function
GO:0020037	AYCG.ctg29.115	molecular_function
GO:0005515	AYCG.ctg4.252	molecular_function
GO:0032979	AYCG.ctg25.359	biological_process
GO:0005743	AYCG.ctg25.359	cellular_component
GO:0016787	add.AYCG.ctg2.85	molecular_function
GO:0006412	AYCG.ctg32.159	biological_process
GO:0003735	AYCG.ctg32.159	molecular_function
GO:0005840	AYCG.ctg32.159	cellular_component
GO:0005515	add.AYCG.ctg1118.5	molecular_function
GO:0055114	AYCG.ctg11.5	biological_process
GO:0051287	AYCG.ctg11.5	molecular_function
GO:0016616	AYCG.ctg11.5	molecular_function
GO:0016491	AYCG.ctg11.5	molecular_function
GO:0055114	AYCG.ctg27.57	biological_process
GO:0006979	AYCG.ctg27.57	biological_process
GO:0004601	AYCG.ctg27.57	molecular_function
GO:0020037	AYCG.ctg27.57	molecular_function
GO:0055114	AYCG.ctg7.977	biological_process
GO:0006979	AYCG.ctg7.977	biological_process
GO:0004601	AYCG.ctg7.977	molecular_function
GO:0020037	AYCG.ctg7.977	molecular_function
GO:0005515	AYCG.ctg31.191	molecular_function
GO:0016567	AYCG.ctg9.690	biological_process
GO:0004842	AYCG.ctg9.690	molecular_function
GO:0008270	AYCG.ctg9.690	molecular_function
GO:0005515	AYCG.ctg9.62	molecular_function
GO:0016758	AYCG.ctg5.153	molecular_function
GO:0016020	AYCG.ctg1.690	cellular_component
GO:0005975	AYCG.ctg6.317	biological_process
GO:0004553	AYCG.ctg6.317	molecular_function
GO:0055114	AYCG.ctg5.335	biological_process
GO:0051287	AYCG.ctg5.335	molecular_function
GO:0016616	AYCG.ctg5.335	molecular_function
GO:0055085	AYCG.ctg10.303	biological_process
GO:0022857	AYCG.ctg10.303	molecular_function
GO:0016021	AYCG.ctg10.303	cellular_component
GO:0055085	AYCG.ctg14.317	biological_process
GO:0070840	AYCG.ctg14.317	molecular_function
GO:0022857	AYCG.ctg14.317	molecular_function
GO:0008093	AYCG.ctg14.317	molecular_function
GO:0005886	AYCG.ctg14.317	cellular_component
GO:0055114	AYCG.ctg20.222	biological_process
GO:0004601	AYCG.ctg20.222	molecular_function
GO:0050664	AYCG.ctg20.222	molecular_function
GO:0005509	AYCG.ctg20.222	molecular_function
GO:0016491	AYCG.ctg20.222	molecular_function
GO:0030001	AYCG.ctg7.388	biological_process
GO:0046872	AYCG.ctg7.388	molecular_function
GO:0006886	AYCG.ctg32.104	biological_process
GO:0016192	AYCG.ctg32.104	biological_process
GO:0005515	AYCG.ctg32.104	molecular_function
GO:0030117	AYCG.ctg32.104	cellular_component
GO:0004523	add.AYCG.ctg8.40	molecular_function
GO:0003676	add.AYCG.ctg8.40	molecular_function
GO:0006631	add.AYCG.ctg24.20	biological_process
GO:0055114	add.AYCG.ctg24.20	biological_process
GO:0051287	add.AYCG.ctg24.20	molecular_function
GO:0050661	add.AYCG.ctg24.20	molecular_function
GO:0003857	add.AYCG.ctg24.20	molecular_function
GO:0016491	add.AYCG.ctg24.20	molecular_function
GO:0071479	add.AYCG.ctg23.100	biological_process
GO:0000077	add.AYCG.ctg23.100	biological_process
GO:0005634	add.AYCG.ctg23.100	cellular_component
GO:0006508	add.AYCG.ctg34.149	biological_process
GO:0008236	add.AYCG.ctg34.149	molecular_function
GO:0006355	add.AYCG.ctg31.11	biological_process
GO:0003677	add.AYCG.ctg31.11	molecular_function
GO:0008146	add.AYCG.ctg31.58	molecular_function
GO:0016757	add.AYCG.ctg882.4	molecular_function
GO:0006282	AYCG.ctg23.374	biological_process
GO:0005515	AYCG.ctg3.509	molecular_function
GO:0055085	add.AYCG.ctg31.175	biological_process
GO:0016021	add.AYCG.ctg31.175	cellular_component
GO:0006355	add.AYCG.ctg43.19	biological_process
GO:0003700	add.AYCG.ctg43.19	molecular_function
GO:0006310	AYCG.ctg3.59	biological_process
GO:0015074	AYCG.ctg3.59	biological_process
GO:0003677	AYCG.ctg3.59	molecular_function
GO:0006508	AYCG.ctg10.217	biological_process
GO:0008234	AYCG.ctg10.217	molecular_function
GO:0006351	add.AYCG.ctg666.16	biological_process
GO:0003899	add.AYCG.ctg666.16	molecular_function
GO:0046983	add.AYCG.ctg666.16	molecular_function
GO:0030026	add.AYCG.ctg18.3	biological_process
GO:0005384	add.AYCG.ctg18.3	molecular_function
GO:0003924	AYCG.ctg2.298	molecular_function
GO:0071805	AYCG.ctg22.177	biological_process
GO:0015079	AYCG.ctg22.177	molecular_function
GO:0016020	AYCG.ctg22.177	cellular_component
GO:0003677	AYCG.ctg7.343	molecular_function
GO:0003676	AYCG.ctg12.280	molecular_function
GO:0008168	AYCG.ctg16.2	molecular_function
GO:0006508	AYCG.ctg20.1	biological_process
GO:0004252	AYCG.ctg20.1	molecular_function
GO:0005515	AYCG.ctg20.1	molecular_function
GO:0006355	add.AYCG.ctg22.34	biological_process
GO:0003690	add.AYCG.ctg22.34	molecular_function
GO:0005515	AYCG.ctg24.60	molecular_function
GO:0008270	AYCG.ctg5.75	molecular_function
GO:0003677	AYCG.ctg5.75	molecular_function
GO:0055085	AYCG.ctg41.106	biological_process
GO:0022857	AYCG.ctg41.106	molecular_function
GO:0016020	AYCG.ctg41.106	cellular_component
